#tactical-fusion-cyber/1	cwedetail	2026-09-24T01:35:04Z	MITRE CWE research view 1000, fetched 2026-09-23
CWE-163	The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component.	As data is parsed, improperly handled multiple trailing special elements may cause the process to take unexpected actions that result in an attack.	[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"description":"Developers should anticipate that multiple trailing special elements will be injected/removed/manipulated in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict allowlist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88)."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2002-1078","description":"Directory listings in web server using multiple trailing slash"},{"id":"CVE-2004-0281","description":"Multiple trailing dot allows directory listing"}]
CWE-164	The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.	As data is parsed, improperly handled internal special elements may cause the process to take unexpected actions that result in an attack.	[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"description":"Developers should anticipate that internal special elements will be injected/removed/manipulated in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict allowlist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88)."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		
CWE-165	The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.	As data is parsed, improperly handled multiple internal special elements may cause the process to take unexpected actions that result in an attack.	[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"description":"Developers should anticipate that multiple internal special elements will be injected/removed/manipulated in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict allowlist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88)."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		
CWE-166	The product receives input from an upstream component, but it does not handle or incorrectly handles when an expected special element is missing.		[{"scopes":["Availability"],"impacts":["DoS: Crash, Exit, or Restart"]}]	[{"description":"Developers should anticipate that special elements will be removed in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2002-1362","description":"Crash via message type without separator character"},{"id":"CVE-2002-0729","description":"Missing special character (separator) causes crash"},{"id":"CVE-2002-1532","description":"HTTP GET without rnrn CRLF sequences causes product to wait indefinitely and prevents other users from accessing it"}]
CWE-167	The product receives input from an upstream component, but it does not handle or incorrectly handles when an additional unexpected special element is provided.		[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"description":"Developers should anticipate that extra special elements will be injected in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict allowlist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88)."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2000-0116","description":"Extra < in front of SCRIPT tag bypasses XSS prevention."},{"id":"CVE-2001-1157","description":"Extra < in front of SCRIPT tag."},{"id":"CVE-2002-2086","description":"<script - probably a cleansing error"}]
CWE-168	The product does not properly handle input in which an inconsistency exists between two or more special characters or reserved words.	An example of this problem would be if paired characters appear in the wrong order, or if the special characters are not properly nested.	[{"scopes":["Availability","Access Control","Non-Repudiation"],"impacts":["DoS: Crash, Exit, or Restart","Bypass Protection Mechanism","Hide Activities"]}]	[{"description":"Developers should anticipate that inconsistent special elements will be injected/manipulated in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate input is processed by the system."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		
CWE-170	The product does not terminate or incorrectly terminates a string or array with a null character or equivalent terminator.	Null termination errors frequently occur in two different ways. An off-by-one error could cause a null to be written out of bounds, leading to an overflow. Or, a program could use a strncpy() function call incorrectly, which prevents a null terminator from being added at all. Other scenarios are possible.	[{"scopes":["Confidentiality","Integrity","Availability"],"impacts":["Read Memory","Execute Unauthorized Code or Commands"],"note":"The case of an omitted null character is the most dangerous of the possible issues. This will almost certainly result in information disclosure, and possibly a buffer overflow condition, which may be exploited to execute arbitrary code."},{"scopes":["Confidentiality","Integrity","Availability"],"impacts":["DoS: Crash, Exit, or Restart","Read Memory","DoS: Resource Consumption (CPU)","DoS: Resource Consumption (Memory)"],"note":"If a null character is omitted from a string, then most string-copying functions will read data until they locate a null character, even outside of the intended boundaries of the string. This could: cause a crash due to a segmentation fault cause sensitive adjacent memory to be copied and sent to an outsider trigger a buffer overflow when the copy is being written to a fixed-size buffer."},{"scopes":["Integrity","Availability"],"impacts":["Modify Memory","DoS: Crash, Exit, or Restart"],"note":"Misplaced null characters may result in any number of security problems. The biggest issue is a subset of buffer overflow, and write-what-where conditions, where data corruption occurs from the writing of a null character over valid data, or even instructions. A randomly placed null character may put the system into an undefined state, and therefore make it prone to crashing. A misplaced null character may corrupt other data in memory."},{"scopes":["Integrity","Confidentiality","Availability","Access Control","Other"],"impacts":["Alter Execution Logic","Execute Unauthorized Code or Commands"],"note":"Should the null character corrupt the process flow, or affect a flag controlling access, it may lead to logical errors which allow for the execution of arbitrary code."}]	[{"phase":"Requirements","description":"Use a language that is not susceptible to these issues. However, be careful of null byte interaction errors (CWE-626) with lower-level constructs that may be written in a language that is susceptible."},{"phase":"Implementation","description":"Ensure that all string functions used are understood fully as to how they append null characters. Also, be wary of off-by-one errors when appending nulls to the end of strings."},{"phase":"Implementation","description":"If performance constraints permit, special code can be added that validates null-termination of string buffers, this is a rather naive and error-prone solution."},{"phase":"Implementation","description":"Switch to bounded string manipulation functions. Inspect buffer lengths involved in the buffer overrun trace reported with the defect."},{"phase":"Implementation","description":"Add code that fills buffers with nulls (however, the length of buffers still needs to be inspected, to ensure that the non null-terminated string is not written at the physical end of the buffer)."}]	[{"method":"Automated Static Analysis","description":"Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to execute it. Typically, this is done by building a model of data flow and control flow, then searching for potentially-vulnerable patterns that connect sources (origins of input) with sinks (destinations where the data interacts with external components, a lower layer such as the OS, etc.)","effectiveness":"High"}]	[{"id":"CVE-2000-0312","description":"Attacker does not null-terminate argv[] when invoking another program."},{"id":"CVE-2003-0777","description":"Interrupted step causes resultant lack of null termination."},{"id":"CVE-2004-1072","description":"Fault causes resultant lack of null termination, leading to buffer expansion."},{"id":"CVE-2001-1389","description":"Multiple vulnerabilities related to improper null termination."},{"id":"CVE-2003-0143","description":"Product does not null terminate a message buffer after snprintf-like call, leading to overflow."},{"id":"CVE-2009-2523","description":"Chain: product does not handle when an input string is not NULL terminated (CWE-170), leading to buffer over-read (CWE-125) or heap-based buffer overflow (CWE-122)."}]
CWE-172	The product does not properly encode or decode the data, resulting in unexpected values.		[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict allowlist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88)."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2004-1315","description":"Forum software improperly URL decodes the highlight parameter when extracting text to highlight, which allows remote attackers to execute arbitrary PHP code by double-encoding the highlight value so that special characters are inserted into the result."},{"id":"CVE-2004-1939","description":"XSS protection mechanism attempts to remove / that could be used to close tags, but it can be bypassed using double encoded slashes (%252F)"},{"id":"CVE-2001-0709","description":"Server allows a remote attacker to obtain source code of ASP files via a URL encoded with Unicode."},{"id":"CVE-2005-2256","description":"Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e"}]
CWE-173	The product does not properly handle when an input uses an alternate encoding that is valid for the control sphere to which the input is being sent.		[{"scopes":["Access Control"],"impacts":["Bypass Protection Mechanism"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"Use and specify an output encoding that can be handled by the downstream component that is reading the output. Common encodings include ISO-8859-1, UTF-7, and UTF-8. When an encoding is not specified, a downstream component may choose a different encoding, either by assuming a default encoding or automatically inferring which encoding is being used, which can be erroneous. When the encodings are inconsistent, the downstream component might treat some character or byte sequences as special, even if they are not special in the original encoding. Attackers might then be able to exploit this discrepancy and conduct injection attacks; they even might be able to bypass protection mechanisms that assume the original encoding is also being used by the downstream component."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		
CWE-174	The product decodes the same input twice, which can limit the effectiveness of any protection mechanism that occurs in between the decoding operations.		[{"scopes":["Access Control","Confidentiality","Availability","Integrity","Other"],"impacts":["Bypass Protection Mechanism","Execute Unauthorized Code or Commands","Varies by Context"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"Use and specify an output encoding that can be handled by the downstream component that is reading the output. Common encodings include ISO-8859-1, UTF-7, and UTF-8. When an encoding is not specified, a downstream component may choose a different encoding, either by assuming a default encoding or automatically inferring which encoding is being used, which can be erroneous. When the encodings are inconsistent, the downstream component might treat some character or byte sequences as special, even if they are not special in the original encoding. Attackers might then be able to exploit this discrepancy and conduct injection attacks; they even might be able to bypass protection mechanisms that assume the original encoding is also being used by the downstream component."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2004-1315","description":"Forum software improperly URL decodes the highlight parameter when extracting text to highlight, which allows remote attackers to execute arbitrary PHP code by double-encoding the highlight value so that special characters are inserted into the result."},{"id":"CVE-2004-1939","description":"XSS protection mechanism attempts to remove / that could be used to close tags, but it can be bypassed using double encoded slashes (%252F)"},{"id":"CVE-2001-0333","description":"Directory traversal using double encoding."},{"id":"CVE-2004-1938","description":"%2527 (double-encoded single quote) used in SQL injection."},{"id":"CVE-2005-1945","description":"Double hex-encoded data."},{"id":"CVE-2005-0054","description":"Browser executes HTML at higher privileges via URL with hostnames that are double hex encoded, which are decoded twice to generate a malicious hostname."}]
CWE-175	The product does not properly handle when the same input uses several different (mixed) encodings.		[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Output Encoding","description":"Use and specify an output encoding that can be handled by the downstream component that is reading the output. Common encodings include ISO-8859-1, UTF-7, and UTF-8. When an encoding is not specified, a downstream component may choose a different encoding, either by assuming a default encoding or automatically inferring which encoding is being used, which can be erroneous. When the encodings are inconsistent, the downstream component might treat some character or byte sequences as special, even if they are not special in the original encoding. Attackers might then be able to exploit this discrepancy and conduct injection attacks; they even might be able to bypass protection mechanisms that assume the original encoding is also being used by the downstream component."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		
CWE-176	The product does not properly handle when an input contains Unicode encoding.		[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2000-0884","description":"Server allows remote attackers to read documents outside of the web root, and possibly execute arbitrary commands, via malformed URLs that contain Unicode encoded characters."},{"id":"CVE-2001-0709","description":"Server allows a remote attacker to obtain source code of ASP files via a URL encoded with Unicode."},{"id":"CVE-2001-0669","description":"Overlaps interaction error."}]
CWE-177	The product does not properly handle when all or part of an input has been URL encoded.		[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names."},{"phase":"Implementation","strategy":"Input Validation","description":"Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs. This is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, denylists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright."},{"phase":"Implementation","strategy":"Input Validation","description":"Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked."}]		[{"id":"CVE-2000-0900","description":"Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e"},{"id":"CVE-2005-2256","description":"Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e"},{"id":"CVE-2004-2121","description":"Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e"},{"id":"CVE-2004-0280","description":"%20 (encoded space)"},{"id":"CVE-2003-0424","description":"%20 (encoded space)"},{"id":"CVE-2001-0693","description":"%20 (encoded space)"},{"id":"CVE-2001-0778","description":"%20 (encoded space)"},{"id":"CVE-2002-1831","description":"Crash via hex-encoded space %20."},{"id":"CVE-2000-0671","description":"%00 (encoded null)"},{"id":"CVE-2004-0189","description":"%00 (encoded null)"},{"id":"CVE-2002-1291","description":"%00 (encoded null)"},{"id":"CVE-2002-1031","description":"%00 (encoded null)"},{"id":"CVE-2001-1140","description":"%00 (encoded null)"},{"id":"CVE-2004-0760","description":"%00 (encoded null)"},{"id":"CVE-2002-1025","description":"%00 (encoded null)"},{"id":"CVE-2002-1213","description":"%2f (encoded slash)"},{"id":"CVE-2004-0072","description":"%5c (encoded backslash) and %2e (encoded dot) sequences"},{"id":"CVE-2004-0847","description":"web framework for .NET allows remote attackers to bypass authentication for .aspx files in restricted directories via a request containing a (1) (backslash) or (2) %5C (encoded backslash)"},{"id":"CVE-2002-1575","description":"%0a (overlaps CRLF)"}]
